Timestamp,Mag_X,Mag_Y,Mag_Z,Ori_X,Ori_Y,Ori_Z,Position
2025-07-25 23:39:06.224,-44.8125,-3.5625,-16.143751,73.006301,-24.33469,-20.066751,6_0
2025-07-25 23:39:12.914,11.137501,19.1625,41.118752,54.245475,2.859401,-137.829283,6_0
2025-07-25 23:39:06.604,-37.293751,-14.400001,-13.781251,150.823158,23.567045,-62.124266,6_0
2025-07-25 23:39:02.984,-40.875,-4.81875,-22.03125,116.946636,26.415862,-26.49288,6_0
2025-07-25 23:39:13.454,-45.375,0.4875,-18.69375,60.179923,-48.183914,-23.819518,6_0
2025-07-25 23:39:08.994,16.650002,-15.01875,39.993752,76.739265,-30.821116,-138.02296,6_0
2025-07-25 23:39:12.484,14.062501,-46.6875,10.931251,159.014044,-59.730148,-79.296823,6_0
2025-07-25 23:39:13.844,-41.700001,-19.612501,-20.325001,94.2194,-49.664662,2.129199,6_0
2025-07-25 23:39:01.283,-35.456253,-23.231251,-21.056252,94.965215,-45.383113,0.745717,6_0
2025-07-25 23:39:07.384,11.71875,33.825001,30.750002,47.387637,17.359821,-128.363966,6_0
2025-07-25 23:39:10.674,11.8125,-43.875,19.387501,142.363108,-59.493891,-92.067562,6_0
2025-07-25 23:39:04.784,-39.431252,-8.981251,-17.34375,152.019261,31.558059,-57.947953,6_0
2025-07-25 23:39:04.504,-44.231251,1.70625,-19.21875,77.382102,-5.173474,-13.258324,6_0
2025-07-25 23:39:11.884,-45.206253,-2.08125,-13.06875,123.327535,27.374121,-29.482173,6_0
2025-07-25 23:39:10.524,-2.71875,-48.281254,-2.3625,168.678147,-39.412159,-62.927209,6_0
2025-07-25 23:39:03.794,10.21875,2.60625,44.925003,55.658317,-10.304469,-137.295695,6_0
2025-07-25 23:39:10.984,14.156251,14.512501,40.012501,58.869735,1.684333,-139.799315,6_0
2025-07-25 23:39:11.254,-12.825001,46.556252,1.40625,5.027568,-0.436389,-96.009968,6_0
2025-07-25 23:39:10.144,-43.050003,-6.225,-16.5,140.497182,31.599033,-43.09359,6_0
2025-07-25 23:39:10.434,-16.96875,-43.5,-8.25,172.144181,-21.12006,-62.04274,6_0
2025-07-25 23:39:10.514,-4.5,-48.187504,-3.45,169.450149,-37.589116,-62.446808,6_0
2025-07-25 23:39:06.464,-41.925003,-3.75,-12.8625,114.603512,28.707012,-38.245132,6_0
2025-07-25 23:39:11.684,-45.0,-2.325,-21.262501,86.16994,-22.071821,-11.955721,6_0
2025-07-25 23:39:12.244,-22.03125,-38.643753,-12.13125,-178.979657,-12.747921,-62.372543,6_0
2025-07-25 23:39:13.494,-45.1875,-2.68125,-20.081251,67.147494,-49.020353,-18.119167,6_0
2025-07-25 23:39:13.274,-42.956253,23.512501,-5.2125,28.697781,-37.253474,-57.90562,6_0
2025-07-25 23:39:05.614,11.0625,30.187502,34.068752,35.051281,16.910085,-124.995016,6_0
2025-07-25 23:39:06.524,-40.162502,-5.8125,-14.137501,131.998788,31.5755,-50.512934,6_0
2025-07-25 23:39:03.474,4.35,-48.787502,5.175,155.064487,-50.559867,-70.922424,6_0
2025-07-25 23:39:03.494,6.35625,-47.943752,7.96875,149.539929,-53.346431,-75.174203,6_0
2025-07-25 23:39:12.214,-26.437502,-34.837502,-13.837501,-179.035077,-5.687985,-63.118652,6_0
2025-07-25 23:39:03.334,-15.4125,-42.675003,-10.2375,168.322267,-21.53205,-62.588425,6_0
2025-07-25 23:39:02.004,-28.031252,-8.962501,34.275002,56.40083,-40.687215,-99.76091,6_0
2025-07-25 23:39:02.694,-45.412502,6.54375,-17.94375,42.888407,-42.179758,-35.536477,6_0
2025-07-25 23:39:09.684,-47.231251,7.9125,-14.475,48.414157,-42.268609,-33.18345,6_0
2025-07-25 23:39:09.724,-46.556252,3.61875,-18.13125,60.883446,-37.395419,-20.841282,6_0
2025-07-25 23:39:07.724,-41.175003,24.69375,-5.45625,6.385419,-38.955519,-89.336101,6_0
2025-07-25 23:39:02.544,-35.100002,32.34375,-9.75,-4.594957,-31.372561,-76.290904,6_0
2025-07-25 23:39:09.954,-42.318752,1.21875,-25.312502,96.498832,10.511367,-11.11089,6_0
2025-07-25 23:39:05.294,12.69375,-40.931252,21.262501,115.194596,-55.485298,-102.974862,6_0
2025-07-25 23:39:08.674,4.74375,-49.575001,0.31875,172.712917,-49.526911,-62.13863,6_0
2025-07-25 23:39:06.284,-44.831253,-4.48125,-15.1125,80.348938,-13.722531,-21.455195,6_0
2025-07-25 23:39:11.104,10.743751,40.256252,20.306252,28.811626,22.751155,-120.16248,6_0
2025-07-25 23:39:06.254,-44.456253,-4.2375,-16.050001,77.143039,-19.199914,-20.33375,6_0
2025-07-25 23:39:09.594,-44.268753,21.31875,-10.2375,21.962135,-40.724617,-59.11026,6_0
2025-07-25 23:39:04.684,-41.212502,0.99375,-19.59375,125.175074,36.502416,-37.534748,6_0
2025-07-25 23:39:05.074,-5.7,-46.012501,-11.0625,173.649022,-32.21538,-62.694839,6_0
2025-07-25 23:39:01.214,-36.318752,-24.093752,-20.71875,95.36916,-45.794571,1.862987,6_0
2025-07-25 23:39:04.814,-38.193752,-12.975,-16.950001,159.635673,25.334495,-62.117449,6_0
2025-07-25 23:39:13.204,-33.018753,34.931252,3.075,22.230789,-25.410623,-70.992392,6_0
2025-07-25 23:39:05.964,-40.068752,25.9125,-7.5375,1.58365,-38.652563,-75.242074,6_0
2025-07-25 23:39:09.894,-42.0,1.0875,-26.343752,86.701998,-3.968669,-5.418004,6_0
2025-07-25 23:39:09.834,-43.5,0.46875,-24.581251,78.135513,-18.597278,-7.847772,6_0
2025-07-25 23:39:09.634,-46.162502,14.887501,-11.4375,33.952102,-43.248963,-48.502754,6_0
2025-07-25 23:39:08.764,15.7875,-46.162502,11.15625,151.383275,-61.42607,-80.909717,6_0
2025-07-25 23:39:02.934,-40.875,-4.18125,-23.325001,106.046658,16.143145,-19.443351,6_0
2025-07-25 23:39:05.714,1.36875,45.1875,14.175,6.525264,14.986736,-104.277803,6_0
2025-07-25 23:39:02.464,-21.6,43.481251,-4.78125,-10.382014,-10.639502,-90.552203,6_0
2025-07-25 23:39:12.414,5.11875,-49.050003,3.95625,173.716996,-49.83639,-66.446546,6_0
2025-07-25 23:39:06.514,-40.40625,-5.1375,-14.156251,129.185501,31.755452,-48.525185,6_0
2025-07-25 23:39:02.114,-15.150001,11.981251,40.3125,43.641203,-15.869437,-119.039214,6_0
2025-07-25 23:39:13.484,-45.150002,-1.96875,-20.00625,65.392115,-48.810489,-19.561722,6_0
2025-07-25 23:39:03.024,-40.350002,-4.44375,-21.618752,126.620028,30.982465,-33.726306,6_0
2025-07-25 23:39:08.514,-23.137501,-37.931252,-13.950001,175.188642,-11.823163,-59.563785,6_0
2025-07-25 23:39:05.354,12.356251,-31.556252,33.412502,88.155974,-45.153219,-124.890993,6_0
2025-07-25 23:39:03.724,11.1,-15.843751,42.5625,71.32953,-32.323727,-132.73918,6_0
2025-07-25 23:39:01.904,-34.200001,-19.706251,21.918751,74.489449,-52.538348,-70.839792,6_0
2025-07-25 23:39:02.524,-32.006252,35.475002,-8.53125,-7.391782,-27.068465,-80.057132,6_0
2025-07-25 23:39:04.214,-35.831253,31.406252,-3.99375,3.300269,-31.054507,-77.090808,6_0
2025-07-25 23:39:12.634,21.731251,-31.500002,30.750002,96.48147,-58.321804,-138.379032,6_0
2025-07-25 23:39:04.474,-45.600002,0.825,-17.75625,72.791887,-13.11264,-16.156242,6_0
2025-07-25 23:39:13.614,-43.987503,-11.85,-20.493752,82.594944,-50.033359,-6.049376,6_0
2025-07-25 23:39:11.864,-45.693752,-1.6875,-12.562501,118.537824,23.978277,-27.545755,6_0
2025-07-25 23:39:06.204,-45.225002,-3.05625,-15.975,67.555994,-30.104967,-21.045809,6_0
2025-07-25 23:39:08.584,-11.175,-45.65625,-9.0,176.331893,-29.622783,-59.435821,6_0
2025-07-25 23:39:04.854,-35.362503,-18.993752,-17.53125,165.009283,18.003305,-64.382511,6_0
2025-07-25 23:39:06.164,-45.787502,-1.125,-15.281251,59.512251,-37.881889,-25.460565,6_0
2025-07-25 23:39:13.064,-4.125,41.25,20.175001,24.248572,6.386576,-102.380663,6_0
2025-07-25 23:39:04.594,-41.550003,3.2625,-21.993752,92.05746,17.559206,-16.21959,6_0
2025-07-25 23:39:05.424,14.08125,-15.7875,40.743752,71.90177,-28.485628,-135.650357,6_0
2025-07-25 23:39:02.854,-41.8125,-2.23125,-24.0375,86.794479,-5.89922,-10.908086,6_0
2025-07-25 23:39:01.494,-36.806252,-26.268751,-12.075001,99.524565,-48.196065,-11.4693,6_0
2025-07-25 23:39:06.374,-43.181252,-3.69375,-12.937501,91.704941,6.283395,-27.212208,6_0
2025-07-25 23:39:03.144,-38.400002,-13.51875,-17.737501,153.80052,23.288532,-56.2279,6_0
2025-07-25 23:39:13.284,-43.668751,21.918751,-6.5625,29.835988,-38.573104,-56.149469,6_0
2025-07-25 23:39:12.704,22.03125,-21.675001,38.306252,81.055979,-43.807546,-147.501132,6_0
2025-07-25 23:39:02.904,-41.137501,-3.65625,-24.337502,99.699684,9.424713,-15.032217,6_0
2025-07-25 23:39:09.304,5.4,46.425003,9.7875,11.599311,21.296351,-110.847966,6_0
2025-07-25 23:39:07.734,-42.262501,22.950001,-5.83125,8.292417,-40.675067,-87.160809,6_0
2025-07-25 23:39:02.944,-40.78125,-4.5,-23.118752,108.174938,18.335897,-21.008672,6_0
2025-07-25 23:39:06.394,-42.993752,-3.225,-13.218751,96.784327,13.275689,-30.207338,6_0
2025-07-25 23:39:11.514,-47.043751,10.5,-11.475,43.68575,-47.670588,-45.275094,6_0
2025-07-25 23:39:09.044,14.400001,-4.95,43.162502,69.00049,-16.94177,-137.141087,6_0
2025-07-25 23:39:06.124,-45.956253,2.1375,-14.08125,49.998426,-43.544775,-32.70172,6_0
2025-07-25 23:39:01.944,-32.606251,-15.937501,27.300001,66.667892,-49.561157,-82.932457,6_0
2025-07-25 23:39:11.834,-46.350002,-1.9875,-12.150001,112.069252,17.857834,-25.988982,6_0
2025-07-25 23:39:07.084,15.225,-31.800001,32.550003,102.520736,-51.03488,-130.564639,6_0
2025-07-25 23:39:07.784,-45.337502,15.056251,-7.03125,24.155498,-49.078884,-71.414115,6_0
2025-07-25 23:39:03.554,10.837501,-43.931252,17.793751,127.52444,-57.387256,-92.451692,6_0
2025-07-25 23:39:03.354,-12.262501,-44.737503,-8.64375,168.446207,-25.753454,-62.557272,6_0
2025-07-25 23:39:02.834,-42.375,-1.59375,-22.743752,82.314339,-11.597052,-11.730207,6_0
2025-07-25 23:39:02.534,-33.506252,33.900002,-9.056251,-6.090961,-29.236782,-78.145212,6_0
2025-07-25 23:39:09.884,-42.300003,1.06875,-26.118752,85.399576,-6.245523,-5.246555,6_0
2025-07-25 23:39:09.394,-10.856251,47.587502,-0.13125,-2.035286,0.314074,-98.278895,6_0
2025-07-25 23:39:11.614,-45.506252,-0.31875,-18.525002,71.817493,-38.018506,-18.944184,6_0
2025-07-25 23:39:03.064,-39.881252,-5.53125,-21.018751,138.187786,31.38448,-42.985331,6_0
2025-07-25 23:39:01.624,-36.375,-27.862501,-5.6625,101.213821,-49.758686,-16.296312,6_0
2025-07-25 23:39:08.134,-43.875,-3.05625,-17.8125,110.799916,8.213148,-18.842409,6_0
2025-07-25 23:39:02.294,-1.575,43.875,17.75625,12.302493,14.775912,-115.174283,6_0
2025-07-25 23:39:11.554,-46.59375,4.875,-14.681251,55.978557,-46.041694,-33.356909,6_0
2025-07-25 23:39:06.894,-3.95625,-46.987503,6.075,148.510811,-40.742406,-70.795915,6_0
2025-07-25 23:39:08.414,-34.125,-23.56875,-16.050001,174.570715,12.049836,-58.382237,6_0
2025-07-25 23:39:11.944,-43.40625,-4.9125,-14.475,141.216538,34.648535,-40.294288,6_0
2025-07-25 23:39:13.414,-45.881252,4.5,-17.15625,53.138776,-47.555517,-30.326767,6_0
2025-07-25 23:39:06.044,-46.050003,12.656251,-9.356251,25.297904,-47.269554,-53.36562,6_0
2025-07-25 23:39:05.894,-29.00625,36.993752,-6.69375,-5.957633,-23.872522,-84.327824,6_0
2025-07-25 23:39:01.454,-37.856251,-25.368752,-13.9125,98.873313,-47.997621,-8.154962,6_0
2025-07-25 23:39:08.524,-21.675001,-39.506252,-13.406251,175.418273,-14.289342,-59.475628,6_0
2025-07-25 23:39:08.754,14.868751,-46.631252,10.125,154.55404,-60.648269,-78.079144,6_0
2025-07-25 23:39:09.624,-45.768753,16.556252,-11.231251,31.003366,-42.894093,-51.303764,6_0
2025-07-25 23:39:12.844,15.450001,3.28125,44.25,64.699493,-12.53434,-141.905854,6_0
2025-07-25 23:39:04.874,-33.975002,-22.35,-17.71875,167.158225,13.993906,-65.255224,6_0
